-20.2954768676,-18.127229468299998,-20.1716653997,-21.223761612,-19.1044911334,-21.589446495900003,-18.9450416275,-18.305892530599998,-18.6397572378,-21.3480114749
-18.127229468299998,-20.1716653997,-21.223761612,-19.1044911334,-21.589446495900003,-18.9450416275,-18.305892530599998,-18.6397572378,-21.3480114749,-19.669223676199998
-20.1716653997,-21.223761612,-19.1044911334,-21.589446495900003,-18.9450416275,-18.305892530599998,-18.6397572378,-21.3480114749,-19.669223676199998,-21.1877822545
-21.223761612,-19.1044911334,-21.589446495900003,-18.9450416275,-18.305892530599998,-18.6397572378,-21.3480114749,-19.669223676199998,-21.1877822545,-20.124932244
-19.1044911334,-21.589446495900003,-18.9450416275,-18.305892530599998,-18.6397572378,-21.3480114749,-19.669223676199998,-21.1877822545,-20.124932244,-19.9222364992
-21.589446495900003,-18.9450416275,-18.305892530599998,-18.6397572378,-21.3480114749,-19.669223676199998,-21.1877822545,-20.124932244,-19.9222364992,-21.227652606
-18.9450416275,-18.305892530599998,-18.6397572378,-21.3480114749,-19.669223676199998,-21.1877822545,-20.124932244,-19.9222364992,-21.227652606,-19.693950446800002
-18.305892530599998,-18.6397572378,-21.3480114749,-19.669223676199998,-21.1877822545,-20.124932244,-19.9222364992,-21.227652606,-19.693950446800002,-21.2081309243
-18.6397572378,-21.3480114749,-19.669223676199998,-21.1877822545,-20.124932244,-19.9222364992,-21.227652606,-19.693950446800002,-21.2081309243,-18.4026486599
-21.3480114749,-19.669223676199998,-21.1877822545,-20.124932244,-19.9222364992,-21.227652606,-19.693950446800002,-21.2081309243,-18.4026486599,-20.5452432622
-19.669223676199998,-21.1877822545,-20.124932244,-19.9222364992,-21.227652606,-19.693950446800002,-21.2081309243,-18.4026486599,-20.5452432622,-20.8103482262
-21.1877822545,-20.124932244,-19.9222364992,-21.227652606,-19.693950446800002,-21.2081309243,-18.4026486599,-20.5452432622,-20.8103482262,-21.5963895846
-20.124932244,-19.9222364992,-21.227652606,-19.693950446800002,-21.2081309243,-18.4026486599,-20.5452432622,-20.8103482262,-21.5963895846,-18.8972956749
-19.9222364992,-21.227652606,-19.693950446800002,-21.2081309243,-18.4026486599,-20.5452432622,-20.8103482262,-21.5963895846,-18.8972956749,-20.4168795204
